molecule_chembl_id,bioactivity_class,pIC50,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL2031021,active,7.221848749616356,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4CC)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,759.3729999999998,6.5761200000000075,1.0,7.0
CHEMBL3948491,active,7.301029995663981,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4CCSc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,867.5379999999998,8.348520000000008,1.0,8.0
CHEMBL2031022,active,7.698970004336019,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4Cc3ccc(Cl)c(Cl)c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,890.3339999999997,9.063220000000003,1.0,7.0
CHEMBL3938217,active,8.0,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4Cc3ccc(Cl)c(Cl)c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,920.3599999999998,8.424120000000006,2.0,8.0
CHEMBL3954188,active,7.698970004336019,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)c(Cl)cn4CC)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,791.8019999999997,7.82172000000001,1.0,6.0
CHEMBL3947141,active,8.114073660198569,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)c(I)cn4CC)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,883.2529999999995,7.77292000000001,1.0,6.0
CHEMBL3917408,active,6.4089353929735005,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(ccn4CCCN4CCOCC4)c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,856.4899999999996,6.8707200000000075,1.0,8.0
CHEMBL3893154,active,7.301029995663981,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(ccn4Cc4ccc(Cl)c(Cl)c4)c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,888.3179999999996,9.50352,1.0,6.0
CHEMBL3936947,active,8.053056729302174,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(ccn4Cc4ccc(Cl)c(Cl)c4)c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,918.3439999999997,8.864420000000003,2.0,7.0
CHEMBL3918855,active,6.823908740944319,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(C(=O)N(C)C)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,811.4049999999997,7.048720000000008,1.0,7.0
CHEMBL3890787,active,7.045757490560675,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(C(=O)N5CCN(C)CC5)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,866.4849999999996,6.734520000000007,1.0,8.0
CHEMBL3892056,active,7.045757490560675,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(Cl)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,774.7709999999997,8.000320000000007,1.0,6.0
CHEMBL2031018,active,7.3979400086720375,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(I)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,866.2219999999996,7.951520000000008,1.0,6.0
CHEMBL3984367,active,7.301029995663981,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(OC(C)C)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,798.4059999999997,8.13412000000001,1.0,7.0
CHEMBL3957469,active,6.309803919971486,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(OC(C)CN(C)C)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,841.4749999999997,7.67582000000001,1.0,8.0
CHEMBL3981017,active,6.292429823902063,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(OCCCN5CCN(C)CC5)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,896.5549999999994,7.363220000000008,1.0,9.0
CHEMBL3952199,active,6.5376020021010435,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(OCCCN5CCOCC5)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,883.5119999999995,7.448020000000009,1.0,9.0
CHEMBL2031015,active,6.3979400086720375,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(OCCN5CCOCC5)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,869.4849999999996,7.057920000000008,1.0,9.0
CHEMBL3914542,active,8.0,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(OCc5ccccc5)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,846.4499999999998,8.925920000000003,1.0,7.0
CHEMBL3923567,active,6.036212172654444,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(C#N)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,765.3359999999998,7.218600000000009,1.0,7.0
CHEMBL3901024,active,7.522878745280337,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,774.7709999999997,8.000320000000007,1.0,6.0
CHEMBL3901575,active,8.0,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,803.8129999999996,7.327620000000008,2.0,7.0
CHEMBL2031017,active,7.3979400086720375,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(I)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,866.2219999999996,7.951520000000008,1.0,6.0
CHEMBL3978452,active,6.5376020021010435,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(OCCCN5CCOCC5)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,883.5119999999995,7.448020000000009,1.0,9.0
CHEMBL2031014,active,6.958607314841775,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(OCCN5CCOCC5)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,869.4849999999994,7.057920000000008,1.0,9.0
CHEMBL2031016,active,7.823908740944319,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(OCc5ccc(C(=O)O)cc5)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,890.4589999999998,8.624120000000005,2.0,8.0
CHEMBL2031013,active,6.7447274948966935,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(S(=O)(=O)CC)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,832.4449999999996,7.140520000000008,1.0,8.0
CHEMBL2031012,active,7.522878745280337,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,740.3259999999998,7.346920000000009,1.0,6.0
CHEMBL3917569,active,6.638272163982407,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)cc1C,705.8809999999999,6.6935200000000075,1.0,6.0
CHEMBL2031023,active,6.1487416512809245,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2C)c(C)c1Cl,754.3529999999998,7.90792000000001,1.0,6.0
CHEMBL2031032,active,7.585026652029182,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CNc3ccccc3C2)c(C)c1Cl,741.3139999999999,7.173820000000008,2.0,7.0
CHEMBL2031031,active,6.920818753952375,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2COc3ccccc3C2)c(C)c1Cl,742.2979999999999,7.140720000000009,1.0,7.0
CHEMBL2031027,active,8.075204004202087,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,769.3679999999997,6.674220000000006,2.0,7.0
CHEMBL2031030,active,7.327902142064283,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCCC2)c(C)c1Cl,823.4599999999995,7.81132000000001,1.0,7.0
CHEMBL2031028,active,6.853871964321762,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c(C)c1Cl,852.5019999999994,6.962920000000008,1.0,8.0
CHEMBL3964058,active,7.045757490560675,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(CCO)CC2)c(C)c1Cl,882.5279999999993,6.325420000000007,2.0,9.0
CHEMBL2031029,active,7.853871964321762,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(C)c1Cl,839.4589999999995,7.047720000000008,1.0,8.0
CHEMBL3963300,active,7.698970004336019,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CNC2CCN(C)CC2)c(C)c1Cl,866.5289999999994,7.399320000000008,2.0,8.0
CHEMBL2031024,active,7.301029995663981,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,770.3519999999999,6.707820000000009,2.0,7.0
CHEMBL2031025,active,7.698970004336019,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2COCCCOC)c(C)c1Cl,842.4589999999996,7.768620000000009,1.0,8.0
CHEMBL2031026,active,8.0,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2COCCN(C)C)c(C)c1Cl,841.4749999999996,7.293720000000008,1.0,8.0
CHEMBL3975289,active,7.301029995663981,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2COCCO)c(C)c1Cl,814.4049999999997,6.724420000000008,2.0,8.0
CHEMBL3963540,active,6.356547323513812,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3S(=O)(=O)C2)c(C)c1Cl,790.3639999999999,6.535620000000008,1.0,8.0
CHEMBL3891889,active,6.0655015487564325,CCCCN(CCCC)C(=O)c1nn(-c2ccc(CNS(=O)(=O)c3ccc4ccc(OCCC5CCCN5C)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,853.5299999999996,8.569820000000007,1.0,7.0
CHEMBL481775,active,6.403402904373539,CCCCN(CCCC)C(=O)c1nn(-c2ccc(N)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,522.0930000000003,5.657220000000006,1.0,4.0
CHEMBL518649,active,6.42021640338319,CCCCN(CCCC)C(=O)c1nn(-c2ccc(N)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,551.1350000000003,4.984520000000003,2.0,5.0
CHEMBL504480,active,7.070581074285707,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,656.2270000000001,7.092520000000008,1.0,5.0
CHEMBL508392,active,7.522878745280337,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,685.2689999999999,6.419820000000006,2.0,6.0
CHEMBL449546,active,6.809668301829708,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,640.2280000000001,7.256220000000009,1.0,4.0
CHEMBL446802,active,6.0915149811213505,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)c3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,626.201,7.327320000000008,1.0,4.0
CHEMBL498873,active,6.187086643357144,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NCc3ccncc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,642.2479999999999,6.409420000000006,2.0,6.0
CHEMBL450954,active,6.6020599913279625,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NS(=O)(=O)Cc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,676.283,7.016920000000009,1.0,5.0
CHEMBL2031011,active,6.040958607678906,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3O)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,747.1449999999996,7.8882200000000084,2.0,6.0
CHEMBL3895678,active,6.281730882868638,CCCCN(CCCC)C(=O)c1nn(-c2ccc(O)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,553.1030000000003,5.141520000000006,2.0,5.0
CHEMBL3923681,active,6.0494501716770515,CCCCN(CCCC)C(=O)c1nn(-c2ccc(OC)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,567.1300000000002,5.444520000000007,1.0,5.0
CHEMBL3929521,active,6.358178989109644,CCCCN(CCCC)C(=O)c1nn(-c2ccc(OCC(=O)Nc3ccccc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,686.253,6.453420000000008,2.0,6.0
CHEMBL3920752,active,6.844937380776079,CCCCN(CCCC)C(=O)c1nn(-c2ccc(OCC(=O)O)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,611.1390000000002,4.899320000000006,2.0,6.0
CHEMBL3948552,active,6.3487219860018556,CCCCN(CCCC)C(=O)c1nn(-c2ccc(OCC(=O)OCC)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,639.1930000000002,5.377820000000007,1.0,7.0
CHEMBL454411,active,7.376750709602099,CCCCN(CCCC)C(=O)c1nn(-c2cccc(C)c2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,550.1470000000004,5.710740000000006,1.0,4.0
CHEMBL481581,active,7.045757490560675,CCCCN(CCCC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,536.1200000000003,5.402320000000005,1.0,4.0
CHEMBL5746825,active,6.3487219860018556,CCCCN(CCCC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CN)c2ccccc12,537.7080000000003,5.5937000000000054,1.0,4.0
CHEMBL467229,active,6.356547323513812,CCCCN(CCCC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,537.1040000000004,5.4359200000000065,1.0,4.0
CHEMBL3986556,active,8.0,CCCCN(CCCC)c1ccc(Br)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2CCc3ccccc3C2)n1,788.2079999999997,9.041500000000003,1.0,6.0
CHEMBL2031006,active,6.958607314841775,CCCCN(CCCC)c1ncc(C)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)n1,689.8819999999998,7.329020000000009,1.0,7.0
CHEMBL2031005,active,6.795880017344075,CCCCN(CCCC)c1ncc(Cl)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)n1,710.2999999999998,7.674000000000009,1.0,7.0
CHEMBL3957861,active,7.221848749616356,CCCCN(CCCC)c1ncc(Cl)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,740.3259999999999,7.03490000000001,2.0,8.0
CHEMBL2031002,active,6.920818753952375,CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4Cc3ccc(Cl)c(Cl)c3)cc2C(=O)N2CCc3ccccc3C2)n1,825.8629999999998,8.736900000000006,1.0,8.0
CHEMBL2031001,active,6.853871964321762,CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(I)cc4c3)cc2C(=O)N2CCc3ccccc3C2)n1,801.7509999999996,7.625200000000009,1.0,7.0
CHEMBL2030866,active,6.920818753952375,CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2CCc3ccccc3C2)n1,710.2999999999998,7.674000000000009,1.0,7.0
CHEMBL2031004,active,6.795880017344075,CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,740.3259999999999,7.03490000000001,2.0,8.0
CHEMBL2030865,active,6.154901959985743,CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)n1,675.8549999999998,7.020600000000008,1.0,7.0
CHEMBL2031003,active,6.366531544420414,CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)n1,704.8969999999997,6.347900000000006,2.0,8.0
CHEMBL3964186,active,6.585026652029182,CCCCN(CCCC)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,712.3159999999998,7.711120000000009,1.0,6.0
CHEMBL3942482,active,7.522878745280337,CCCCN(CCc1ccc(Cl)c(Cl)c1)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,857.2599999999998,9.096320000000002,1.0,6.0
CHEMBL3963735,active,8.0,CCCCN(Cc1ccc(-c2ccc(CC(=O)O)cc2)cc1)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4Cc3ccc(Cl)c(Cl)c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,1058.4849999999992,10.757419999999993,2.0,8.0
CHEMBL3945459,active,7.698970004336019,CCCCN(Cc1ccc(Cl)c(Cl)c1)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(I)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,969.1289999999998,9.658419999999998,1.0,6.0
CHEMBL3906577,active,8.071092309756047,CCCCN(Cc1ccc(Cl)c(Cl)c1)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,907.7039999999998,9.068120000000002,2.0,7.0
CHEMBL3912240,active,8.0,CCCCN(Cc1ccc(Cl)c(Cl)c1)c1ncc(Cl)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2CCc3ccccc3C2)n1,847.6519999999998,10.034299999999995,1.0,7.0
CHEMBL4877337,inactive,4.795880017344075,CCCCNC1=C(C#N)C(=O)c2cccc3c(SC4CCCCC4)ccc1c23,390.55200000000025,6.085280000000005,1.0,4.0
CHEMBL2312481,active,6.703334809738469,CCCCNC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13,377.51300000000015,3.836700000000003,1.0,4.0
CHEMBL2312474,active,6.492144128304169,CCCCNC1=C2C(=NC1=O)c1cccc3c(Oc4ccc(C(C)C)cc4)ccc2c13,410.5170000000001,6.199200000000006,1.0,3.0
CHEMBL2312484,active,6.721246399047171,CCCCNC1=C2C(=NC1=O)c1cccc3c(Sc4ccc(N)cc4)ccc2c13,399.5190000000001,5.016900000000003,2.0,4.0
CHEMBL2312471,active,6.448550002027125,CCCCNC1=C2C(=NC1=O)c1cccc3c(Sc4ccc(OC)cc4)ccc2c13,414.53000000000014,5.443300000000004,1.0,4.0
CHEMBL2030854,active,7.346787486224656,CCCCOc1ccc(-n2nc(CO)c(-c3ccc(C(=O)NS(=O)(=O)c4ccc5ccccc5c4)cc3C(=O)N3CCc4ccccc4C3)c2CCCC)cc1,770.9519999999995,8.023500000000007,2.0,7.0
CHEMBL2030862,active,6.721246399047171,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)CC)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2cccc(Cl)c2)cc1,727.2830000000002,7.097900000000009,2.0,7.0
CHEMBL3939961,active,6.236572006437063,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)CC[Si](C)(C)C)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccccc1,714.961,6.654900000000008,1.0,7.0
CHEMBL2030861,active,6.721246399047171,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)CC[Si](C)(C)C)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccccc1,672.9240000000001,5.9705000000000075,2.0,6.0
CHEMBL3966210,active,7.698970004336019,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(Cl)ccc(Br)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccc(Oc2cccc(Cl)c2)cc1,980.7649999999995,11.390599999999987,1.0,8.0
CHEMBL2030864,active,8.19586056766465,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2cccc(Cl)c2)cc1,859.832,9.943699999999994,2.0,7.0
CHEMBL2030846,active,6.769551078621726,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)O)nn1-c1ccccc1,712.8280000000001,7.050500000000007,2.0,6.0
CHEMBL3927294,active,7.698970004336019,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccc(Oc2cccc(Cl)c2)cc1,867.4239999999999,9.974699999999995,1.0,8.0
CHEMBL2030850,active,7.0,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccc(Oc2ccccc2)cc1,832.9789999999999,9.321299999999999,1.0,8.0
CHEMBL2030849,active,6.853871964321762,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1cccc(Oc2ccccc2)c1,832.9789999999999,9.321299999999999,1.0,8.0
CHEMBL2030845,active,6.180456064458132,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccccc1,740.882,7.529000000000008,1.0,7.0
CHEMBL2030855,active,8.154901959985743,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(-c2ccccc2)cc1,774.943,8.511600000000005,2.0,6.0
CHEMBL2030857,active,7.853871964321762,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(CCCO)cc1,756.9249999999998,6.769500000000009,3.0,7.0
CHEMBL2030856,active,7.698970004336019,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(CCO)cc1,742.8979999999999,6.379400000000008,3.0,7.0
CHEMBL3982792,active,8.089909454405932,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(OCC(O)CO)cc1,788.923,5.576600000000007,4.0,9.0
CHEMBL2030852,active,7.698970004336019,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2ccc(Cl)cc2)cc1,825.387,9.290299999999998,2.0,7.0
CHEMBL2030853,active,8.106238237942057,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2cccc(Cl)c2)cc1,825.387,9.290299999999998,2.0,7.0
CHEMBL2030851,active,6.886056647693163,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2ccccc2)cc1,790.942,8.636900000000004,2.0,7.0
CHEMBL2030858,active,7.1487416512809245,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1cccc(CO)c1,728.871,6.336900000000009,3.0,7.0
CHEMBL2030847,active,7.214670164989233,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccccc1,698.845,6.844600000000008,2.0,6.0
