molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3701323,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1C,7.2,active
CHEMBL3701324,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CNC(=O)Oc3ccccc3)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,64.4,active
CHEMBL3701325,Cc1c(C(=O)N(c2ccc(O)cc2)c2cccc(F)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1C,10.0,active
CHEMBL3701326,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1C,5.2,active
CHEMBL3701327,Cc1c(C(=O)N(c2ccccc2)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1C,5.1,active
CHEMBL3701328,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1C,3.0,active
CHEMBL3701329,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CCN(C(=O)O)c3ccccc3)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,38.9,active
CHEMBL3701330,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CCNC(=O)COc3ccccc3)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,76.6,active
CHEMBL3701331,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1C,5.9,active
CHEMBL3701332,COc1ncc(N(C(=O)c2cc(-c3cc4c(cc3C(=O)N3Cc5ccccc5C[C@H]3C)OCO4)n(C)c2C)c2ccc(O)cc2)cn1,4.4,active
CHEMBL3701333,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(c2)CCN3C)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1C,4.0,active
CHEMBL3701334,COc1ncc(N(C(=O)c2cc(-c3cc4c(cc3C(=O)N3Cc5ccccc5C[C@H]3CN3CCOCC3)OCO4)n(C)c2C)c2ccc(O)cc2)cn1,5.9,active
CHEMBL3701335,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CNC(=O)NCc3ccccc3)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,26.7,active
CHEMBL3701336,CCNC(=O)NCc1ccc(C(=O)N2Cc3ccccc3C[C@H]2C)c(-c2cc(C(=O)N(C)c3ccc(O)cc3)c(C)n2C)c1,28.9,active
CHEMBL3701337,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CNC(=O)COc3ccccc3)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,43.5,active
CHEMBL3701338,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc(CNC(=O)COc3ccccc3)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,18.0,active
CHEMBL3701339,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CCNS(=O)(=O)CCc3ccc(F)cc3)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,209.6,active
CHEMBL3701340,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CCNC(=O)NCc3ccccc3)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,75.0,active
CHEMBL3701341,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CCNC(=O)Cc3ccccc3)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,80.0,active
CHEMBL3701342,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CCNC(=O)Nc3ccccc3)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,133.3,active
CHEMBL3701343,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2ccc(CNS(=O)(=O)CCc3ccc(F)cc3)cc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,134.0,active
CHEMBL3701344,Cc1c(C(=O)N(c2ccncc2)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1C,4.5,active
CHEMBL3701345,COc1cc(C(=O)N2Cc3ccccc3C[C@H]2C)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(C)n2C)cc1F,14.3,active
CHEMBL3701346,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,5.1,active
CHEMBL3701347,Cc1c(C(=O)N(c2ccccc2)c2cnc3c(ccn3C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1C,21.9,active
CHEMBL3701348,Cc1ccc(OC(=O)NCc2ccc(-c3cc(C(=O)N(C)c4ccc(O)cc4)c(C)n3C)c(C(=O)N3Cc4ccccc4C[C@H]3C)c2)cc1,16.9,active
CHEMBL3701349,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,12.5,active
CHEMBL3701350,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(F)c(O)cc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,2.1,active
CHEMBL3701351,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCN(C)CC2)OCO3)n1C,5.3,active
CHEMBL3701352,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,6.1,active
CHEMBL3701353,C[C@@H]1Cc2ccccc2CN1C(=O)c1cc2c(cc1-c1cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(CN3CCOCC3)n1C)OCO2,19.5,active
CHEMBL3701354,CCn1c(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)cc(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)c1C,8.4,active
CHEMBL3701355,COCCn1c(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)cc(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)c1C,19.7,active
CHEMBL3701356,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1CCF,8.6,active
CHEMBL3701357,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1CC(F)F,7.0,active
CHEMBL3701358,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1CCN1CCOCC1,13.5,active
CHEMBL3701359,Cc1c(C(=O)N(c2ccccc2)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1CCN1CCOCC1,19.0,active
CHEMBL3701360,Cc1c(C(=O)N(c2ccccc2)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1CCN(C)C,7.6,active
CHEMBL3701361,COCCN(C)CCn1c(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)cc(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)c1C,6.4,active
CHEMBL3701362,COc1cc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2[nH]c(C)c(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c2C)cc1F,22.9,active
CHEMBL3701363,COc1cc(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(C)n2C)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)cc1F,21.1,active
CHEMBL3701364,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)n1C,2.0,active
CHEMBL3701365,Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)n(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,3.9,active
CHEMBL3701366,Cc1c(C(=O)N(c2ccc(O)cc2)c2cccc(C#N)n2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,91.5,active
CHEMBL3701367,Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)ccn2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,8.5,active
CHEMBL3701368,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN3CCOC[C@@H]3C2)n1C,3.6,active
CHEMBL3701369,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN3CCOC[C@H]3C2)n1C,3.4,active
CHEMBL3701370,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C3CC3)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,3.4,active
CHEMBL3701371,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C3COC3)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,4.2,active
CHEMBL3701372,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C3CCOC3)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,5.3,active
CHEMBL3701373,Cc1c(C(=O)N(c2ccccc2)c2cnc3c(c2)CCN3C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,18.1,active
CHEMBL3701374,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CC3(CCO3)C2)n1C,4.6,active
CHEMBL3701375,COc1cc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnc4c(ccn4C)c3)c(C)n2C)cc1F,7.4,active
CHEMBL3701376,COc1cc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnc4c(c3)CCN4C)c(C)n2C)cc1F,8.8,active
CHEMBL3701377,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C3CC3)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,6.3,active
CHEMBL3701378,Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)n(C)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,5.1,active
CHEMBL3701379,COCCc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(c2)CCN3C)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1C,14.8,active
CHEMBL3701380,Cc1c(C(=O)N(c2ccncc2)c2ccc(O)cc2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,9.7,active
CHEMBL3701381,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,5.7,active
CHEMBL3701382,Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,2.6,active
CHEMBL3701383,CC(Nc1ncnc(N)c1C#N)c1cc(Cl)c2ccnnc2c1-c1cccc(F)c1,20.6,active
CHEMBL3701384,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(c2)CCN3C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,3.6,active
CHEMBL3701385,Cc1c(C(=O)N(c2ccc(O)cc2)c2cc3ccn(C)c3cn2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,14.7,active
CHEMBL3701386,Cc1c(C(=O)N(c2ccccc2)c2cnc3c(ccn3C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,21.2,active
CHEMBL3640002,Cc1c(C(=O)N(c2ccc(O)cc2)c2ccc3c(ccn3C)n2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,30.3,active
CHEMBL3701387,Cc1c(C(=O)N(c2ccccc2)c2ccc(O)cc2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CCCN2CCOCC2)n1C,3.8,active
CHEMBL3701388,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CCCN2CCOCC2)n1C,2.1,active
CHEMBL3701389,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(c2)CCN3C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CCCN2CCOCC2)n1C,2.5,active
CHEMBL3701390,COc1ccc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc1C#N,3.5,active
CHEMBL3701391,Cc1c(C(=O)N(c2ccc(O)c(F)c2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1C,15.7,active
CHEMBL3701392,COc1ncc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cn1,4.5,active
CHEMBL3701393,Cc1c(C(=O)N(c2ccc(O)cc2)c2cccc(C#N)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,3.9,active
CHEMBL3701394,Cc1c(C(=O)N(c2ccc(O)c(F)c2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,9.9,active
CHEMBL3701395,COC(=O)c1ccnc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)c1,49.0,active
CHEMBL3701396,Cc1c(C(=O)N(c2ccc(O)cc2)c2ccc(F)c(C#N)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,8.0,active
CHEMBL3701397,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn([C@H]3CCOC3)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,26.1,active
CHEMBL3701397,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn([C@H]3CCOC3)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,24.2,active
CHEMBL3701398,Cc1c(C(=O)N(c2ccc(O)cc2)c2ccnc(C#N)n2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,24.4,active
CHEMBL3701399,Cc1c(N(C(=O)c2cc(-c3ccccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,4.2,active
CHEMBL3701400,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)c(F)c3)c3cnn(C)c3)c(C)n2C)c1,20.6,active
CHEMBL3701401,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cc(C#N)n(C)c3C)c(C)n2C)c1,5.4,active
CHEMBL3701402,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,12.2,active
CHEMBL3701403,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(c2)CCN3C)cc(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,9.9,active
CHEMBL3701404,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1CCN1CCOCC1,5.5,active
CHEMBL3701405,Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CCCN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,3.1,active
CHEMBL3701406,Cc1c(N(C(=O)c2cc(-c3cc4c(cc3C(=O)N3Cc5ccccc5C[C@H]3CN3CCOCC3)OCCO4)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,3.1,active
CHEMBL3701407,Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2)c2ccc(O)cc2)cc(C#N)n1C,3.8,active
CHEMBL3701309,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,2.9,active
CHEMBL3701408,COc1ccc(-c2cc(C(=O)N(c3ccc(O)cc3)c3cc(C#N)n(C)c3C)c(C)n2C)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c1,3.0,active
CHEMBL3701409,COc1ccc(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(C)n2C)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c1,10.1,active
CHEMBL3701410,Cc1c(C(=O)N(c2ccc(O)cc2)c2cccc(C#N)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,2.8,active
CHEMBL3701349,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,6.1,active
CHEMBL3701411,Cc1c(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,2.5,active
CHEMBL3701412,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,9.2,active
CHEMBL3701413,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C3COC3)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,11.7,active
CHEMBL3701414,COc1ncc(N(C(=O)c2cc(-c3ccccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cn1,13.6,active
CHEMBL3701415,COc1cc(C#N)cc(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)c1,4.2,active
CHEMBL3704775,COc1ncc(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cn1,5.2,active
CHEMBL3704776,COc1ccc(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc1C#N,2.2,active
CHEMBL3704777,Cc1c(N(C(=O)c2cc(-c3ccc(F)cc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,3.5,active
CHEMBL3704778,COc1cc(-c2cc(C(=O)N(c3ccc(O)cc3)c3cc(C#N)n(C)c3C)c(C)n2C)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)cc1F,3.1,active
CHEMBL3704779,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3CC2C(F)(F)F)n1C,19.9,active
CHEMBL3704780,Cc1nn(C)cc1N(C(=O)c1cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n(C)c1C)c1ccc(O)cc1,3.0,active
CHEMBL3704781,Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cnn1C,3.4,active
CHEMBL3704782,Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)n(C)c2)cc(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,2.6,active
CHEMBL3704783,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(c2)CCN3C)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,3.5,active
CHEMBL3704784,COc1cc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cc(C#N)ccn3)c(C)n2C)cc1F,14.9,active
CHEMBL3704785,Cc1c(C(=O)N(c2ccc(O)cc2)c2ccc(C#N)s2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,49.1,active
CHEMBL3704786,Cc1c(C(=O)N(c2ccc(O)cc2)c2ccc(F)c(C#N)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,4.4,active
CHEMBL3704787,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnccn2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,11.3,active
CHEMBL3704788,COc1ncc(N(C(=O)c2cc(-c3cc(F)c(OC)cc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cn1,6.1,active
CHEMBL3704789,COc1cc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cc(C#N)n(C)c3C)c(C)n2C)cc1F,2.6,active
CHEMBL3704790,Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccccc2)cc(C#N)n1C,3.5,active
CHEMBL3704791,Cc1c(C(=O)N(c2ccc(O)cc2)c2csc(C#N)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,3.0,active
CHEMBL3704792,COc1cnc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cn1,5.5,active
CHEMBL3704793,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc(F)cn2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,7.8,active
CHEMBL3701365,Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)n(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,2.4,active
CHEMBL3701382,Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,1.7,active
CHEMBL3704794,Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)nn2C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,2.7,active
CHEMBL3704795,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(cnn3C)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,2.9,active
CHEMBL3704796,Cc1nn(C)cc1N(C(=O)c1cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n(C)c1C)c1ccc(O)cc1,8.3,active
CHEMBL3704797,Cc1c(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cnn1C,6.9,active
CHEMBL3704798,Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4CC3C(F)(F)F)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,6.5,active
CHEMBL3704799,Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)n(CCN3CCOCC3)c2C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,1.9,active
CHEMBL3704800,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc(OCCN3CCOCC3)nc2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C,2.7,active
CHEMBL3704801,Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cn(C)c1C#N,10.5,active
CHEMBL3704802,CCn1c(C#N)cc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)c1C,2.5,active
CHEMBL3704803,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C3CCOC3)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CCCN2CCOCC2)n1C,2.8,active
CHEMBL3704804,Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CCCN3CCOCC3)n(C)c2C)c2ccccc2)cc(C#N)n1C,3.1,active
